country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
ESP,Spain,LA BARCA 1,WRI1006575,52.09,28.3504,-14.1076,Hydro,,,,1967.0,HIDROELECTRICA DEL CANTABRICO  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,142.93938694957367
ESP,Spain,LA CALZADA,WRI1006576,30.6,38.6739,-0.8133,Wind,,,,2008.0,ENERGIAS NATURALES LA CALZADA  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,141.18821454677055
ESP,Spain,LA DEHESA,WRI1006578,49.9,38.9594,-6.4640,Solar,,,,2010.0,RENOVABLES SAMCA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,335.6347583373384
ESP,Spain,LA FLORIDA,WRI1006580,49.9,38.8145,-6.8377,Solar,,,,2010.0,RENOVABLES SAMCA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,335.6347583373384
ESP,Spain,LA LORA I,WRI1006583,49.6,42.7744,-4.1676,Wind,,,,2007.0,PARQUE EOLICO LA BOGA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.8540993960725
ESP,Spain,LA MUELA CORTES 1,WRI1006586,634.0,39.2628,-0.9192,Hydro,,,,1989.0,IBERDROLA GENERACION  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,1739.749881474942
ESP,Spain,LA REMOLINA GR 1,WRI1006591,83.19,42.9036,-5.1437,Hydro,,,,1990.0,VIESGO GENERACION  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.28043003138865
ESP,Spain,LA RISCA,WRI1006592,50.0,38.8269,-6.8240,Solar,,,,2009.0,TERMOSOLAR ALVARADO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,336.3073730835054
ESP,Spain,LA ROBLA GRUPO 2,WRI1006593,619.06,42.7924,-5.6340,Coal,,,,1984.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,3192.4550881159835
ESP,Spain,LA SARRA,WRI1006594,24.0,42.7713,-0.3345,Hydro,,,,,ACCIONA SALTOS DE AGUA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,65.85803967728486
ESP,Spain,LA SERENA,WRI1006595,22.0,38.7320,-5.5439,Hydro,,,,1992.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,60.36986970417778
ESP,Spain,LA ZARZUELA,WRI1006598,41.8,36.0139,-5.6069,Wind,,,,2012.0,CYL ENERGIA EOLICA  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,192.86494666846434
ESP,Spain,LAFORTUNADA CINCA 1,WRI1006599,41.400000000000006,42.5741,0.1824,Hydro,,,,1923.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,113.6051184433164
ESP,Spain,LAFORTUNADA CINQUETA 1,WRI1006600,40.8,42.5741,0.1824,Hydro,,,,1932.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,111.95866745138426
ESP,Spain,LANCHAL,WRI1006601,21.25,40.6336,-4.4669,Wind,,,,2012.0,ENEL GREEN POWER ESPANA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,98.0473712130351
ESP,Spain,LANUZA 1,WRI1006603,52.69,42.7238,-0.2817,Hydro,,,,1977.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,144.58583794150582
ESP,Spain,LAS CONCHAS GRUPO 1,WRI1006604,49.38,42.4075,-7.5316,Hydro,,,,1949.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,135.5029166360136
ESP,Spain,LAS ONDINAS GR 1,WRI1006607,82.46000000000001,42.8206,-6.4875,Hydro,,,,1966.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,226.27724799120458
ESP,Spain,LAS PICADAS GRUPO 1,WRI1006610,24.32,40.3236,-4.2032,Hydro,,,,1952.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,66.73614687298199
ESP,Spain,LAS SALINAS 12  DIESEL 9,WRI1006611,72.11,28.5004,-13.8627,Oil,,,,2005.0,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,218.19950667188672
ESP,Spain,LAS SALINAS 8  GAS 2,WRI1006615,51.25,28.5004,-13.8627,Oil,,,,2000.0,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,155.07869528406871
ESP,Spain,LAS SALINAS 9 (GAS MOVIL 1),WRI1006617,11.74,28.5004,-13.8627,Oil,,,,1988.0,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,35.524368441657884
ESP,Spain,LAS VINAS,WRI1006619,38.0,41.6704,-3.6892,Wind,,,,2010.0,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,175.33176969860395
ESP,Spain,LERIDA,WRI1006620,11.93,41.6167,0.6167,Hydro,,,,1964.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,32.73693388958368
ESP,Spain,LES COLLADETES I,WRI1006621,36.63,40.8667,0.7167,Wind,,,,2000.0,ENERVENT  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,169.01059800157535
ESP,Spain,LES FORQUES,WRI1006622,30.0,41.4833,1.2333,Wind,,,,2008.0,PARQUES EOLICOS GESTINVER  SL,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,138.4198181831084
ESP,Spain,LITORAL DE ALMERIA GR 2,WRI1006625,1119.5900000000001,36.9783,-1.9054,Coal,,,,1997.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,5773.658114082277
ESP,Spain,LLAVORSI CARDOS 1,WRI1006626,52.4,42.4951,1.2110,Hydro,,,,1966.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,143.79005329540527
ESP,Spain,LOS BARRIOS,WRI1006636,570.05,36.1828,-5.4200,Coal,,,,1985.0,VIESGO GENERACION  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,2939.713473622131
ESP,Spain,LOS CASTRIOS,WRI1006639,26.4,38.1500,-1.0167,Wind,,,,2006.0,CASTRIOS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,121.80944000113537
ESP,Spain,LOS GUINCHOS 15   GAS MOVIL 2,WRI1006642,67.3,28.6538,-17.7867,Oil,,,,2006.0,UNION ELECTRICA DE CANARIAS GENERACION  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,203.6448037583966
ESP,Spain,LOS LLANOS,WRI1006648,38.0,36.4469,-5.2858,Wind,,,,2011.0,PRODUCTOR REGIONAL DE ENERGIAS RENOVABLES III  S.A,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,175.33176969860395
ESP,Spain,LOS PEARES GRUPO 2,WRI1006651,181.02,42.4637,-7.7237,Hydro,,,,1954.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,496.73426426592107
ESP,Spain,La Muela II Grupo 4,WRI1006587,877.95,39.2438,-0.9317,Hydro,,,,,IBERDROLA GENERACION  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,2409.169413944677
ESP,Spain,MAHON 10  BURMEISTER N 2,WRI1006655,195.19999999999996,39.8964,4.2597,Oil,,,,1991.0,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,590.6607086721991
ESP,Spain,MAHON TG4,WRI1006662,50.0,39.8964,4.2597,Gas,,,,2008.0,GAS Y ELECTRICIDAD GENERACION  S.A.U,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,90.3565498932228
ESP,Spain,MAJADAS,WRI1006663,49.9,39.9687,-5.7417,Solar,,,,2010.0,TERMOSOLAR MAJADAS S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,335.6347583373384
ESP,Spain,MALA1 (CTCC MALAGA),WRI1006664,415509,36.7495,-4.5631,Gas,,,,2009.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,750.8791937916624
ESP,Spain,MANCHASOL-2,WRI1006665,99.8,39.1838,-3.3119,Solar,,,,2011.0,MANCHASOL-2  CENTRAL TERMOSOLAR DOS  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,671.2695166746768
ESP,Spain,MANDEO-ZARZO,WRI1006666,25.6,43.2347,-8.0171,Hydro,,,,,NAVARRO GENERACION  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,70.24857565577052
ESP,Spain,MEDIANO 1,WRI1006670,66.97,42.3227,0.2438,Hydro,,,,1969.0,CORPORACION ACCIONA HIDRAULICA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,183.77137154949028
ESP,Spain,MEIRAMA GRUPO 1,WRI1006671,557.2,43.1685,-8.4111,Coal,,,,1980.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,2873.446798530395
ESP,Spain,MELILLA 13,WRI1006672,46.900000000000006,35.2900,-2.9400,Oil,,,,2008.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,141.91591822093315
ESP,Spain,MENUZA,WRI1006675,27716,41.3217,-0.3508,Hydro,,,,,ELECTRO METALURGICA DEL EBRO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,76.0550594873178
ESP,Spain,MEQUINENZA 1,WRI1006676,322.36,41.3687,0.2765,Hydro,,,,1964.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,884.5832362653979
ESP,Spain,MICHELIN ARANDA,WRI1006677,31866,41.6704,-3.6892,Gas,,,,2003.0,ENERGYWORKS ARANDA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,57.58603637794876
ESP,Spain,MICHELIN VALLADOLID $$,WRI1006678,46.0,41.6552,-4.7237,Gas,,,,,ENERGYWORKS VIT-VALL  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,83.12802590176497
ESP,Spain,MONTAMARA 1,WRI1006685,92.42,42.5758,1.1423,Hydro,,,,1974.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,253.60833445727778
ESP,Spain,MONTEFURADO 3,WRI1006689,44.29,42.4768,-7.2746,Hydro,,,,1957.0,IBERDROLA GENERACION  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,121.5355240544561
ESP,Spain,MONTEJO DE BRICIA,WRI1006690,13.6,40.6325,-5.6229,Wind,,,,2006.0,BOREAS EOLICA 2  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,62.75031757634247
ESP,Spain,MONTIJA,WRI1006691,30.8,38.9503,-0.6520,Wind,,,,2004.0,GAS NATURAL FENOSA RENOVABLES  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,142.11101333465794
ESP,Spain,MORALETS 1,WRI1006693,219.14000000000001,42.5787,0.7587,Hydro,,,,1985.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,601.3387839533419
ESP,Spain,MUDEFER,WRI1006695,57.6,41.0333,0.2500,Wind,,,,2010.0,PARC EOLIC MUDEFER  SL,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,265.76605091156813
ESP,Spain,MUELA DE MORATALLA,WRI1006697,49.5,38.9667,-1.2167,Wind,,,,,IBERDROLA DIVERSIFICACION  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,NARCEA GRUPO 3,WRI1006702,553.6400000000001,43.2924,-6.3937,Coal,,,,1984.0,GAS NATURAL FENOSA GENERACION  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,GEODB,,,,,,2855.0880932131518
ESP,Spain,NEUMATICOS MICHELIN-VITORIA,WRI1006705,47.0,42.8500,-2.6667,Gas,,,,,ENERGYWORKS VIT-VALL  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,84.93515689962943
ESP,Spain,NUFRI,WRI1006706,10.0,41.6333,0.9000,Gas,,,,2005.0,SAT NUM.1596 NUFRI,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,18.07130997864456
ESP,Spain,OLEXTRA,WRI1006712,16647,42.0690,1.3135,Waste,,,,,OLEXTRA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,58.85697351399546
ESP,Spain,OLIANA 3,WRI1006711,37.62,41.9397,1.1954,Hydro,,,,1965.0,ENDESA GENERACION S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,103.23247719414401
ESP,Spain,P. E.  ALAIZ Y AMPLIACION,WRI1006720,26.4,42.7370,-1.6331,Wind,,,,1998.0,ACCIONA ENERGIA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,121.80944000113537
ESP,Spain,P. E.  CARRASQUILLO,WRI1006724,49.3,42.1933,-4.2939,Wind,,,,,IBERENOVA PROMOCIONES  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,227.46990121424142
ESP,Spain,P. E.  ESCURRILLO,WRI1006725,49.5,42.2142,-2.1649,Wind,,,,,DESARROLLO ENERGIAS RENOVABLES LA RIOJA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P. E.  LA CARRACHA,WRI1006730,49.5,41.5801,-1.1172,Wind,,,,,PARQUE EOLICO  LA CARRACHA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P. E.  LA GAMONEDA (AMPLIADA CON RE-1814),WRI1006731,19.8,42.0357,-6.9054,Wind,,,,,EOLICA DE SANABRIA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,91.35708000085154
ESP,Spain,P. E.  LAS LOMILLAS,WRI1006732,49.5,39.5000,-2.1667,Wind,,,,2005.0,TEBAR EOLICA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P. E.  MANZANAL,WRI1006733,33.75,42.0286,-2.2310,Wind,,,,,ENERGIAS ESPECIALES DEL BIERZO  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,155.72229545599694
ESP,Spain,P. E.  MONTE SEIXO-CANDO,WRI1006734,34.98,42.4000,-8.4333,Wind,,,,,OLIVENTO  S.L.S.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,161.39750800150435
ESP,Spain,P. E.  NEREA,WRI1006735,39.75,43.6604,-8.0572,Wind,,,,2004.0,PARQUE EOLICO NEREA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,183.4062590926186
ESP,Spain,P. E.  OS CORVOS Y  COUCEPENIDO,WRI1023526,33.0,43.6907,-7.9580,Wind,,,,1999.0,PARQUE EOLICO SAN ANDRES  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,152.26180000141923
ESP,Spain,P. E.  PAXAREIRAS- MONTEVOS (PAXAREIRAS I Y II A),WRI1006737,39.6,42.8233,-9.0891,Wind,,,,,EOS PAX II A  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,182.71416000170308
ESP,Spain,P. E.  PLANAS DE POLA,WRI1006738,35.64,41.9180,-1.2534,Wind,,,,,COMPANIA EOLICA ARAGONESA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,164.44274400153276
ESP,Spain,P. E. AMPLIACION A LA GAMONEDA (AMPL. RE-2623),WRI1006747,29.75,42.0357,-6.9054,Wind,,,,,EOLICA DE SANABRIA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,137.26631969824916
ESP,Spain,P. E. AMPLIACION PUERTO DE MALAGA,WRI1006748,12.85,37.5251,-7.4925,Wind,,,,2008.0,SIERRA DE BANOS  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,59.28982212176476
ESP,Spain,P. E. AMPLIACION SERRA DA LOBA (PENA REVOLTA),WRI1006749,10.0,43.3333,-8.0167,Wind,,,,2008.0,PARQUES EOLICOS GESTINVER  SL,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,46.13993939436946
ESP,Spain,P. E. BOQUERON UNIFICADO,WRI1006753,49.5,41.8341,-1.5327,Wind,,,,,COMPANIA EOLICA ARAGONESA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P. E. CALLEJAS,WRI1006755,49.5,39.6000,-1.8000,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P. E. CAMPALBO,WRI1006756,49.3,39.9000,-1.2667,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,227.46990121424142
ESP,Spain,P. E. CARCELEN,WRI1006759,49.6,38.9505,-2.5405,Wind,,,,2004.0,ELECDEY CARCELEN  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.8540993960725
ESP,Spain,P. E. CASTILFRIO,WRI1023527,24.75,41.9461,-2.2822,Wind,,,,2003.0,CIA. EOLICA TIERRAS ALTAS  S.A. (CETASA),Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,114.19635000106442
ESP,Spain,P. E. CERRO DE LA PUNTA,WRI1006763,24.42,39.8667,-1.2167,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,112.67373200105024
ESP,Spain,P. E. CERRO DEL PALO,WRI1006764,49.5,39.5000,-2.1667,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P. E. CERRO VICENTE,WRI1006766,68.85,38.9209,-1.7202,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,317.67348273023373
ESP,Spain,P. E. CINSEIRO,WRI1006769,12.0,42.0357,-6.9054,Wind,,,,2003.0,PARQUE EOLICO CINSEIRO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,55.367927273243346
ESP,Spain,P. E. CLARES,WRI1006770,32.0,41.0337,-2.1434,Wind,,,,,IBERDROLA E.REN.CASTILLA LA MANCHA  SA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,147.64780606198227
