country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
ESP,Spain,P.E. BULLANA,WRI1006948,38.0,42.9684,-7.0854,Wind,,,,2009.0,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,175.33176969860395
ESP,Spain,P.E. CABEZUELO,WRI1006952,30.0,39.2333,-1.7500,Wind,,,,,IBERDROLA E.R.CASTILLA LA MANCHA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,138.4198181831084
ESP,Spain,P.E. CALARES,WRI1006954,50.0,40.7767,-1.6498,Wind,,,,,P.G.P. DE ENERGIA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,230.6996969718473
ESP,Spain,P.E. CALDEREROS,WRI1006955,19.8,40.8131,-1.5964,Wind,,,,2008.0,ENEL GREEN POWER ESPANA S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,91.35708000085154
ESP,Spain,P.E. CAMPISABALOS,WRI1006957,24.42,43.3828,-4.0024,Wind,,,,,IBERDROLA E.R. CASTILLA LA MANCHA  S.A.U,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,112.67373200105024
ESP,Spain,P.E. CANREDONDO I,WRI1006959,28.0,40.8126,-2.4938,Wind,,,,2006.0,GAS NATURAL FENOSA RENOVABLES  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,129.1918303042345
ESP,Spain,P.E. CARAMONTE,WRI1006962,49.94,41.1722,-2.4348,Wind,,,,2009.0,EOLICA DE MEDINACELI  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,230.42285733548107
ESP,Spain,P.E. CARBALLEIRA,WRI1006963,24.42,42.4168,-7.7640,Wind,,,,2004.0,CORPORACION ACCIONA EOLICA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,112.67373200105024
ESP,Spain,P.E. CERRO BLANCO,WRI1006975,42.0,42.5273,-3.4383,Wind,,,,2009.0,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,193.78774545635176
ESP,Spain,P.E. CERRO DEL CALDERON,WRI1006978,49.5,39.4085,-2.2017,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. CERRO EL COLINETE,WRI1006980,11.05,41.8804,-4.3624,Wind,,,,,DESARROLLOS EOLICOS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,50.984633030778255
ESP,Spain,P.E. CERROS DE RADONA,WRI1006984,40.0,41.2513,-2.5268,Wind,,,,2009.0,EOLICA DE RADONA  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,184.55975757747785
ESP,Spain,P.E. CHANTADA,WRI1006986,48.0,42.6088,-7.7712,Wind,,,,2005.0,GALICIA VENTO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,221.47170909297338
ESP,Spain,P.E. CIEZA,WRI1006988,20.0,38.2400,-1.4199,Wind,,,,,URBAENERGIA  S.A,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,92.27987878873893
ESP,Spain,P.E. CORZAN,WRI1006994,36.0,42.9040,-8.7427,Wind,,,,2004.0,ENEL GREEN POWER ESPANA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,166.10378181973007
ESP,Spain,P.E. DE CASTELO,WRI1006999,16.5,43.2384,-8.3843,Wind,,,,2001.0,ENERGIAS ESPECIALES DEL ALTO ULLA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,76.13090000070962
ESP,Spain,P.E. DE MONTE DA SERRA,WRI1007001,14.4,43.5333,-7.9333,Wind,,,,,ENERGIAS AMBIENTALES DE SOMOZAS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,66.44151272789203
ESP,Spain,P.E. DE MONTE MARBAN,WRI1007002,11.4,43.5333,-7.9333,Wind,,,,,ENERGIAS AMBIENTALES DE SOMOZAS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,52.59953090958119
ESP,Spain,P.E. DE TORTOSA,WRI1007003,29.9,40.8125,0.5216,Wind,,,,2006.0,PARC EOLIC DE TORTOSA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,137.95841878916468
ESP,Spain,P.E. DO VILAN,WRI1007005,16.9,37.1766,-2.9502,Wind,,,,2003.0,ENEL GREEN POWER ESPANA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,77.97649757648438
ESP,Spain,P.E. DOLAR 1,WRI1007006,99.0,37.1766,-2.9502,Wind,,,,2007.0,IBERDROLA RENOVABLES DE ANDLAUCIA.S.AU.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,456.78540000425767
ESP,Spain,P.E. ECHAGUE,WRI1007008,23.1,42.6525,-1.6260,Wind,,,,,ACCIONA ENERGIA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,106.58326000099346
ESP,Spain,P.E. EL CONJURO,WRI1007014,13.6,36.7507,-3.5179,Wind,,,,2006.0,SOLWINDET EL CONJURO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,62.75031757634247
ESP,Spain,P.E. EL COTEREJON I,WRI1007015,18.0,40.4532,-4.4647,Wind,,,,2008.0,PARQUE EOLICO ALTO DEL COTEREJON  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,83.05189090986504
ESP,Spain,P.E. EL GRANADO,WRI1007019,14.45,41.0983,-2.5741,Wind,,,,,SISTEMAS  ENERGETICOS DEL GRANADO  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,66.67221242486386
ESP,Spain,P.E. EL GUIJO II,WRI1007020,64.0,41.0983,-2.5741,Wind,,,,2008.0,LURIA DE ENERGIAS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,295.29561212396453
ESP,Spain,P.E. EL MORAL,WRI1007021,40.0,38.8299,-3.5781,Wind,,,,2006.0,PARQUE EOLICO EL MORAL  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,184.55975757747785
ESP,Spain,P.E. EL PICAZO,WRI1007026,14.0,39.4500,-2.0833,Wind,,,,2009.0,ENEL GREEN POWER ESPANA S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,64.59591515211724
ESP,Spain,P.E. EL PINO,WRI1007027,24.6,36.1848,-5.4921,Wind,,,,2006.0,ENERGIAS EOLICAS DEL PINO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,113.50425091014888
ESP,Spain,P.E. EL ROMERAL,WRI1007030,14.45,37.4712,-5.6461,Wind,,,,2008.0,EOLICA MONTESINOS  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,66.67221242486386
ESP,Spain,P.E. ELGEA-URKILLA,WRI1007034,32.3,43.1000,-2.6333,Wind,,,,,EOLICAS DE EUSKADI  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,149.03200424381336
ESP,Spain,P.E. EN ROBRES,WRI1007037,24.0,41.8675,-0.4609,Wind,,,,2007.0,EOLICA DEL EBRO  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,110.73585454648669
ESP,Spain,P.E. FARRAPA I,WRI1007042,20.0,43.3667,-7.4833,Wind,,,,2007.0,PARQUES EOLICOS GESTINVER  SL,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,92.27987878873893
ESP,Spain,P.E. FERREIRA 2,WRI1007043,49.5,40.5021,-0.1913,Wind,,,,2007.0,IBERDROLA RENOVABLES DE ANDALUCIA. S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. FUENDETODOS I,WRI1007050,46.0,41.3424,-0.9599,Wind,,,,2004.0,IBERDROLA E.R. DE ARAGON  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,212.24372121409954
ESP,Spain,P.E. HINOJAL I,WRI1007055,14.0,36.0139,-5.6069,Wind,,,,2007.0,PARQUE EOLICO EL HINOJAL  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,64.59591515211724
ESP,Spain,P.E. LA CELAYA,WRI1007064,28.8,37.3449,-2.5091,Wind,,,,2005.0,DESARROLLOS EOLICOS DE LUGO  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,132.88302545578406
ESP,Spain,P.E. LA CERRADILLA,WRI1007065,63.5,37.3449,-2.5091,Wind,,,,2008.0,OLIVENTO S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,292.9886151542461
ESP,Spain,P.E. LA COTERA,WRI1007066,18.0,43.3598,-4.3493,Wind,,,,2009.0,IBERDROLA RENOVABLES CASTILLA Y LEON  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,83.05189090986504
ESP,Spain,P.E. LA DEHESICA,WRI1007067,28.5,39.2167,-2.1500,Wind,,,,2007.0,EOLICA DULCINEA  .SL.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,131.49882727395297
ESP,Spain,P.E. LA FUENSANTA,WRI1007071,49.5,38.6492,-1.9800,Wind,,,,2005.0,DESARROLLOS EOLICOS MANCHEGOS EL PINAR,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. LA HERRERIA,WRI1007072,44.8,36.0139,-5.6069,Wind,,,,2005.0,AEROGENERADORES DEL SUR  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,206.70692848677515
ESP,Spain,P.E. LA LOSILLA,WRI1007075,11.9,38.9209,-1.7202,Wind,,,,2006.0,GAS NATURAL FENOSA RENOVABLES  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,54.90652787929967
ESP,Spain,P.E. LA MUELA I,WRI1007077,49.5,39.4085,-2.2017,Wind,,,,,IBERDROLA E.RENOV. CASTILLA LA MANCHA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. LA PENA I,WRI1007078,69.0,42.0439,-3.9370,Wind,,,,2009.0,GAS NATURAL FENOSA RENOVABLES  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,318.3655818211493
ESP,Spain,P.E. LA TORRECILLA,WRI1007084,38.25,40.8127,-0.8454,Wind,,,,2007.0,SISTEMAS ENERGETICOS LA TORRECILLA  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,176.48526818346318
ESP,Spain,P.E. LA ZARZUELA II,WRI1007087,16.0,36.0139,-5.6069,Wind,,,,2007.0,PARQUE EOLICO  HINOJAL  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,73.82390303099113
ESP,Spain,P.E. LARRIBA - HORNILLOS (2 FASE 31/5/05),WRI1007090,32.0,42.1890,-2.2951,Wind,,,,,MOLINOS DEL CIDACOS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,147.64780606198227
ESP,Spain,P.E. LAS PARDAS,WRI1007093,49.5,41.8804,-4.3624,Wind,,,,2007.0,PRODUCTOR REGIONAL DE ENERGIA RENOVABLE SA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. LEBOREIRO,WRI1007096,21.12,43.4668,-7.7238,Wind,,,,2005.0,ENDESA COGENERACION Y RENOVABLES  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,97.4475520009083
ESP,Spain,P.E. LEZUZA,WRI1007098,30.0,38.9497,-2.3542,Wind,,,,2009.0,ELECDEY LEZUZA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,138.4198181831084
ESP,Spain,P.E. LOS LABRADOS,WRI1007115,24.0,41.5558,-0.9601,Wind,,,,2002.0,RWE INNOGY AERSA  SAU,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,110.73585454648669
ESP,Spain,P.E. LOS LLANOS,WRI1007116,33.4,36.4469,-5.2858,Wind,,,,,EXPLOTACIONES EOLICAS SIERRA DE UTRERA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,154.107397577194
ESP,Spain,P.E. LUBIAN,WRI1007122,50.0,42.0357,-6.9054,Wind,,,,2004.0,IBEREOLICA LUBIAN  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,230.6996969718473
ESP,Spain,P.E. MAJALES,WRI1007125,49.5,38.6722,-2.4099,Wind,,,,2006.0,ACCIONA EOLICA DE CASTILLA-LA MANCHA  SL,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. MAJOGAZAS,WRI1007126,49.5,39.1667,-3.8542,Wind,,,,2011.0,EXPLOTACIONES EOLICAS SIERRA DE ALCARAZ  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,228.39270000212883
ESP,Spain,P.E. MALAGON II,WRI1007127,50.0,39.2741,-4.0554,Wind,,,,2007.0,GAS NATURAL FENOSA RENOVABLES  S.L.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,230.6996969718473
ESP,Spain,P.E. MANZANERA,WRI1007128,25.5,40.6377,-0.3404,Wind,,,,2006.0,ENERGIAS RENOVABLES MEDITERRANEAS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,117.65684545564213
ESP,Spain,P.E. MONTE CABEZA,WRI1007137,36.8,42.6661,-7.8861,Wind,,,,2005.0,GALICIA VENTO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,169.7949769712796
ESP,Spain,P.E. MONTE CABEZA,WRI1023639,36.8,42.7422,-7.9383,Wind,,,,,GRUPO ELECNOR  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,169.7949769712796
ESP,Spain,P.E. MONTE CARRIO  (ANTES MONTE CASTELO),WRI1007138,31.45,42.6609,-8.1129,Wind,,,,,IBERDROLA E.R. DE GALICIA   S.A,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,145.11010939529194
ESP,Spain,P.E. MONTE ESQUINZA - SAN CRISTOBAL,WRI1007139,15.75,42.2500,-7.3833,Wind,,,,,DERNA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,72.67040454613189
ESP,Spain,P.E. MUELA DE TODOLELLA,WRI1007145,40.5,39.0422,-2.4807,Wind,,,,2006.0,ENERGIAS RENOVABLES MEDITERRANEAS  SA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,186.8667545471963
ESP,Spain,P.E. MUNILLA-LASANTA,WRI1023537,46.0,42.2051,-2.3827,Wind,,,,2007.0,MOLINOS DEL CIDACOS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,212.24372121409954
ESP,Spain,P.E. MURIAS II,WRI1007147,84.80000000000001,43.1615,-5.6234,Wind,,,,,ENDESA COGENERACION Y RENOVABLES  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,391.26668606425307
ESP,Spain,P.E. ONCALA,WRI1007152,24.75,41.9503,-2.2998,Wind,,,,,COMPANIA EOLICA TIERRAS ALTAS  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,114.19635000106442
ESP,Spain,P.E. PARAMO VEGA,WRI1007157,18.0,42.6487,-3.5904,Wind,,,,2009.0,IBERDROLA RENOVABLES CASTILLA Y LEON  SA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,83.05189090986504
ESP,Spain,P.E. PAXAREIRAS II-C (VIRXE DO MONTE),WRI1007158,19.2,42.8233,-9.0891,Wind,,,,,P.E. VIRXE DO MONTE  S.L (ANT EUROVENTO),Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,88.58868363718936
ESP,Spain,P.E. PEDRA CHANTADA,WRI1007159,21.78,42.6088,-7.7712,Wind,,,,,CORPORACION ACCIONA EOLICA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,100.4927880009367
ESP,Spain,P.E. PEDREGAL TREMUZO,WRI1007160,44.6,42.7762,-9.0603,Wind,,,,,IBERDROLA E.R. DE GALICIA   S.A,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,205.78412969888782
ESP,Spain,P.E. PEDREGOSO D,WRI1007161,14.85,36.0139,-5.6069,Wind,,,,2006.0,EOLICA DEL  PINO   S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,68.51781000063865
ESP,Spain,P.E. PENA ARMADA,WRI1007162,20.7,42.2500,-7.3833,Wind,,,,,ENERGIAS ESPECIALES DE PENA ARMADA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,95.50967454634478
ESP,Spain,P.E. PENA DA CRUZ,WRI1007163,22.95,42.2500,-7.3833,Wind,,,,2004.0,SISTEMAS ENERGETICOS CHANDREXA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,105.8911609100779
ESP,Spain,P.E. PENA FORCADA,WRI1007166,33.8,43.1653,-9.1125,Wind,,,,,ENEL GREEN POWER ESPANA  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,WRI,,,,,,155.95299515296875
ESP,Spain,P.E. PENAS GRANDES,WRI1007171,14.4,42.4667,-8.4667,Wind,,,,2005.0,GALICIA VENTO  S.L.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,66.44151272789203
ESP,Spain,P.E. PICO COLLALBAS,WRI1007172,30.0,39.8667,-1.6333,Wind,,,,2006.0,IBERENOVA PROMOCIONES  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,138.4198181831084
ESP,Spain,P.E. PICO GALLO,WRI1007173,24.42,43.3377,-6.4145,Wind,,,,2001.0,VIESGO RENOVABLES  SL,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,112.67373200105024
ESP,Spain,P.E. PLANA DE LA BALSA,WRI1007175,24.0,41.5558,-0.9601,Wind,,,,2002.0,RWE INNOGY AERSA  SAU,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,110.73585454648669
ESP,Spain,P.E. PLANA DE MARIA,WRI1007176,24.0,41.5388,-0.9962,Wind,,,,2002.0,RWE INNOGY AERSA  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,110.73585454648669
ESP,Spain,P.E. PLANA DE ZARAGOZA,WRI1007177,24.0,41.5801,-1.1172,Wind,,,,2002.0,RWE INNOGY AERSA  SAU,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,110.73585454648669
ESP,Spain,P.E. PONTE REBORDELO,WRI1007179,40.3,43.0084,-9.1133,Wind,,,,2006.0,DESARROLLOS EOLICOS DUMBRIA  S.A.U.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,185.94395575930892
ESP,Spain,P.E. PREJANO-ENCISO,WRI1007181,29.75,42.1865,-2.1800,Wind,,,,,MOLINOS DE LA RIOJA  S.A.,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,137.26631969824916
ESP,Spain,P.E. QUINONERIA I,WRI1007186,36.55,41.3510,-2.4737,Wind,,,,,GAMESA ENERGIA  S.A. Y EOLICA NAVARRA,Red El�ctrica de Espa�a,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2015,CARMA,,,,,,168.64147848642037
